participant_id,program,age_group,community,early_engagement,mid_engagement,late_engagement,engagement_slope,engagement_volatility,trajectory_label,reversal_risk_label,early_warning_label,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_strength,support_quality,life_event_week,trajectory_cluster
466,fitness,26-40,urban,0.75,0.699,0.512,-0.0133,0.095,faded,1,0,0.709,0.475,0.447,0.61,0.586,0.914,0.717,0.665,0.906,0.409,0,2
467,fitness,60+,suburban,0.816,0.783,0.513,-0.0176,0.127,faded,1,0,0.798,0.954,0.689,0.335,0.624,0.187,0.558,0.226,0.542,0.14,0,2
468,recycling,18-25,rural,0.729,0.73,0.498,-0.013,0.104,faded,1,0,0.519,0.556,0.691,0.693,0.816,0.94,0.89,0.629,0.604,0.357,0,2
469,recycling,26-40,urban,0.771,0.733,0.633,-0.0077,0.055,sustained,0,0,0.777,0.524,0.75,0.388,0.482,0.629,0.408,0.375,0.351,0.455,0,0
470,healthy_eating,41-60,urban,0.612,0.554,0.289,-0.0186,0.132,reverted,1,0,0.687,0.361,0.556,0.557,0.553,0.618,0.912,0.178,0.097,0.535,0,1
471,healthy_eating,26-40,suburban,0.797,0.833,0.659,-0.008,0.075,sustained,0,0,0.563,0.527,0.477,0.624,0.682,0.204,0.58,0.863,0.508,0.37,0,0
472,public_transport,26-40,urban,0.597,0.603,0.392,-0.0122,0.102,reverted,1,0,0.373,0.281,0.249,0.172,0.917,0.796,0.213,0.7,0.585,0.409,0,1
473,recycling,18-25,suburban,0.678,0.701,0.586,-0.0054,0.051,sustained,0,0,0.513,0.579,0.278,0.657,0.437,0.437,0.128,0.556,0.093,0.128,0,3
474,fitness,18-25,suburban,0.84,0.75,0.476,-0.0212,0.148,faded,1,1,0.951,0.413,0.767,0.41,0.578,0.529,0.824,0.588,0.774,0.354,0,2
475,recycling,26-40,urban,0.652,0.761,0.599,-0.0035,0.087,sustained,0,0,0.197,0.755,0.598,0.38,0.539,0.322,0.477,0.256,0.787,0.391,0,3
476,recycling,60+,rural,0.751,0.88,0.69,-0.0039,0.1,sustained,0,0,0.258,0.694,0.535,0.818,0.752,0.221,0.673,0.88,0.676,0.684,0,0
477,public_transport,26-40,suburban,0.742,0.679,0.391,-0.02,0.142,reverted,1,0,0.688,0.854,0.143,0.413,0.568,0.478,0.527,0.313,0.539,0.3,8,1
478,digital_wellbeing,18-25,urban,0.632,0.559,0.341,-0.0166,0.118,reverted,1,1,0.742,0.456,0.32,0.306,0.418,0.478,0.813,0.491,0.563,0.647,15,1
479,healthy_eating,26-40,suburban,0.736,0.751,0.463,-0.0156,0.123,faded,1,0,0.604,0.489,0.483,0.665,0.608,0.614,0.845,0.278,0.416,0.459,0,2
480,digital_wellbeing,26-40,urban,0.829,0.868,0.804,-0.0014,0.036,sustained,0,0,0.656,0.744,0.622,0.234,0.891,0.505,0.175,0.715,0.299,0.522,0,0
481,healthy_eating,26-40,suburban,0.686,0.834,0.704,0.0005,0.095,sustained,0,0,0.134,0.962,0.446,0.27,0.944,0.417,0.454,0.57,0.387,0.703,9,0
482,public_transport,26-40,suburban,0.75,0.716,0.517,-0.013,0.094,faded,1,0,0.687,0.623,0.791,0.367,0.586,0.519,0.834,0.545,0.257,0.666,7,2
483,healthy_eating,41-60,suburban,0.915,0.943,0.871,-0.0025,0.031,sustained,0,0,0.79,0.948,0.785,0.441,0.659,0.245,0.405,0.921,0.545,0.903,0,0
484,recycling,41-60,rural,0.775,0.867,0.67,-0.0061,0.089,sustained,0,0,0.418,0.721,0.887,0.552,0.828,0.558,0.539,0.243,0.483,0.903,0,0
485,digital_wellbeing,26-40,rural,0.757,0.793,0.622,-0.0078,0.075,sustained,0,0,0.531,0.665,0.839,0.16,0.567,0.594,0.355,0.535,0.736,0.855,0,0
486,healthy_eating,18-25,rural,0.694,0.763,0.633,-0.0033,0.062,sustained,0,0,0.369,0.414,0.239,0.697,0.773,0.386,0.732,0.657,0.337,0.225,0,3
487,healthy_eating,18-25,urban,0.78,0.848,0.679,-0.0058,0.079,sustained,0,0,0.426,0.869,0.754,0.609,0.343,0.615,0.09,0.703,0.56,0.574,8,0
488,recycling,41-60,suburban,0.709,0.734,0.481,-0.0129,0.11,faded,1,0,0.474,0.687,0.639,0.29,0.712,0.857,0.847,0.553,0.485,0.821,0,2
489,healthy_eating,26-40,suburban,0.657,0.772,0.591,-0.0041,0.093,sustained,0,0,0.186,0.597,0.496,0.619,0.814,0.502,0.522,0.716,0.33,0.594,0,3
490,public_transport,41-60,urban,0.683,0.744,0.566,-0.0068,0.081,sustained,0,0,0.367,0.532,0.488,0.586,0.637,0.339,0.741,0.74,0.104,0.777,0,3
491,recycling,26-40,urban,0.598,0.725,0.552,-0.0031,0.1,sustained,0,0,0.056,0.553,0.597,0.769,0.552,0.462,0.948,0.164,0.931,0.46,0,3
492,recycling,18-25,urban,0.724,0.749,0.587,-0.0082,0.075,sustained,0,0,0.528,0.868,0.132,0.554,0.259,0.458,0.672,0.975,0.537,0.796,0,3
493,recycling,41-60,rural,0.83,0.786,0.579,-0.0146,0.103,sustained,0,0,0.889,0.589,0.175,0.351,0.66,0.092,0.833,0.575,0.509,0.648,0,2
494,healthy_eating,41-60,urban,0.733,0.675,0.515,-0.0124,0.087,faded,1,0,0.701,0.711,0.196,0.541,0.611,0.719,0.389,0.049,0.56,0.392,12,3
495,recycling,26-40,urban,0.848,0.822,0.72,-0.007,0.051,sustained,0,0,0.789,0.29,0.699,0.741,0.529,0.596,0.165,0.476,0.313,0.8,0,0
496,public_transport,26-40,rural,0.763,0.735,0.453,-0.0177,0.129,faded,1,0,0.717,0.831,0.277,0.49,0.449,0.369,0.764,0.65,0.37,0.3,0,2
497,healthy_eating,60+,suburban,0.738,0.777,0.546,-0.0114,0.102,faded,1,0,0.463,0.437,0.714,0.792,0.623,0.308,0.642,0.708,0.733,0.182,0,2
498,healthy_eating,41-60,urban,0.66,0.703,0.486,-0.0102,0.094,inconsistent,0,0,0.358,0.711,0.418,0.278,0.382,0.448,0.597,0.254,0.733,0.559,16,3
499,recycling,41-60,urban,0.815,0.876,0.755,-0.0035,0.057,sustained,0,0,0.564,0.599,0.386,0.885,0.422,0.157,0.625,0.766,0.813,0.489,0,0
500,healthy_eating,26-40,rural,0.707,0.78,0.61,-0.0059,0.079,sustained,0,0,0.331,0.592,0.792,0.979,0.307,0.605,0.651,0.917,0.631,0.385,0,3
501,digital_wellbeing,26-40,suburban,0.74,0.768,0.549,-0.0108,0.095,faded,1,0,0.481,0.351,0.434,0.667,0.699,0.834,0.558,0.612,0.679,0.683,19,3
502,public_transport,18-25,rural,0.818,0.868,0.733,-0.005,0.059,sustained,0,0,0.563,0.626,0.429,0.644,0.756,0.461,0.656,0.821,0.522,0.524,0,0
503,recycling,26-40,urban,0.697,0.785,0.619,-0.0046,0.078,sustained,0,0,0.333,0.824,0.229,0.563,0.342,0.304,0.556,0.7,0.457,0.54,0,3
504,fitness,18-25,urban,0.626,0.657,0.522,-0.0058,0.061,inconsistent,0,0,0.422,0.636,0.817,0.846,0.256,0.867,0.761,0.648,0.284,0.364,19,3
505,recycling,41-60,rural,0.825,0.747,0.494,-0.019,0.133,faded,1,1,0.896,0.607,0.427,0.663,0.75,0.335,0.597,0.057,0.473,0.16,20,2
506,digital_wellbeing,18-25,urban,0.655,0.848,0.718,0.0031,0.112,sustained,0,0,0.036,0.942,0.47,0.912,0.398,0.294,0.576,0.932,0.156,0.78,18,3
507,recycling,26-40,rural,0.616,0.702,0.53,-0.0051,0.081,inconsistent,0,0,0.244,0.48,0.442,0.786,0.559,0.742,0.656,0.924,0.513,0.445,0,3
508,digital_wellbeing,41-60,rural,0.737,0.632,0.407,-0.0194,0.137,reverted,1,1,0.842,0.432,0.789,0.431,0.314,0.725,0.895,0.655,0.719,0.194,0,1
509,recycling,60+,suburban,0.683,0.799,0.564,-0.007,0.104,sustained,0,0,0.229,0.868,0.592,0.679,0.598,0.392,0.792,0.415,0.161,0.706,0,3
510,healthy_eating,41-60,urban,0.762,0.709,0.469,-0.0162,0.117,faded,1,0,0.662,0.735,0.514,0.075,0.489,0.44,0.929,0.88,0.764,0.757,0,2
511,public_transport,41-60,urban,0.747,0.658,0.313,-0.0251,0.176,reverted,1,1,0.809,0.593,0.681,0.172,0.293,0.367,0.721,0.408,0.811,0.668,0,1
512,healthy_eating,26-40,suburban,0.731,0.766,0.599,-0.0077,0.076,sustained,0,0,0.44,0.449,0.616,0.267,0.475,0.109,0.605,0.566,0.852,0.513,0,3
513,recycling,41-60,urban,0.652,0.737,0.637,-0.0011,0.065,sustained,0,0,0.267,0.568,0.499,0.699,0.814,0.432,0.83,0.321,0.29,0.293,0,3
514,digital_wellbeing,41-60,suburban,0.643,0.771,0.528,-0.0062,0.114,inconsistent,0,0,0.145,0.426,0.522,0.255,0.897,0.439,0.646,0.515,0.246,0.554,18,3
515,recycling,60+,rural,0.607,0.616,0.348,-0.0151,0.12,reverted,1,0,0.356,0.674,0.748,0.322,0.417,0.608,0.764,0.547,0.584,0.8,0,1
516,fitness,26-40,urban,0.599,0.619,0.396,-0.0115,0.103,reverted,1,0,0.243,0.205,0.557,0.605,0.325,0.724,0.195,0.264,0.562,0.647,8,1
517,fitness,26-40,urban,0.782,0.809,0.616,-0.0097,0.081,sustained,0,0,0.632,0.474,0.302,0.473,0.573,0.219,0.412,0.107,0.439,0.796,0,0
518,fitness,26-40,suburban,0.792,0.7,0.526,-0.0146,0.104,faded,1,1,0.858,0.922,0.763,0.565,0.26,0.234,0.689,0.291,0.402,0.023,10,2
519,healthy_eating,26-40,rural,0.757,0.861,0.734,-0.0013,0.076,sustained,0,0,0.347,0.856,0.608,0.756,0.696,0.412,0.367,0.352,0.465,0.355,0,0
520,recycling,41-60,urban,0.574,0.49,0.295,-0.0159,0.113,reverted,1,1,0.667,0.481,0.25,0.594,0.07,0.875,0.638,0.641,0.344,0.897,0,1
521,fitness,18-25,suburban,0.802,0.869,0.754,-0.0028,0.056,sustained,0,0,0.528,0.838,0.638,0.917,0.757,0.342,0.442,0.433,0.295,0.345,0,0
522,recycling,41-60,rural,0.747,0.696,0.453,-0.0168,0.121,faded,1,0,0.694,0.564,0.281,0.349,0.197,0.434,0.482,0.466,0.748,0.669,0,2
523,fitness,41-60,urban,0.796,0.777,0.589,-0.012,0.09,sustained,0,0,0.712,0.698,0.63,0.368,0.729,0.561,0.547,0.336,0.589,0.208,0,2
524,fitness,18-25,suburban,0.674,0.719,0.43,-0.0141,0.123,faded,1,0,0.33,0.432,0.51,0.531,0.437,0.398,0.701,0.373,0.866,0.482,0,1
525,digital_wellbeing,26-40,suburban,0.836,0.853,0.673,-0.0096,0.08,sustained,0,0,0.687,0.661,0.157,0.923,0.193,0.148,0.21,0.437,0.63,0.47,0,0
526,healthy_eating,18-25,urban,0.625,0.546,0.297,-0.0189,0.133,reverted,1,1,0.783,0.443,0.764,0.372,0.203,0.448,0.394,0.21,0.341,0.315,0,1
527,public_transport,18-25,suburban,0.817,0.869,0.673,-0.008,0.083,sustained,0,0,0.57,0.579,0.288,0.741,0.764,0.302,0.508,0.677,0.507,0.918,0,0
528,digital_wellbeing,18-25,urban,0.772,0.764,0.42,-0.0202,0.152,reverted,1,0,0.614,0.67,0.729,0.368,0.7,0.391,0.889,0.635,0.591,0.618,0,2
529,public_transport,26-40,suburban,0.8,0.779,0.549,-0.0143,0.107,faded,1,0,0.675,0.51,0.925,0.345,0.517,0.302,0.517,0.444,0.554,0.498,0,2
530,digital_wellbeing,18-25,suburban,0.764,0.835,0.52,-0.0139,0.131,faded,1,0,0.397,0.716,0.113,0.338,0.818,0.608,0.588,0.685,0.706,0.85,11,2
531,fitness,18-25,rural,0.776,0.794,0.48,-0.0168,0.132,faded,1,0,0.595,0.858,0.87,0.421,0.501,0.513,0.623,0.681,0.507,0.445,20,2
532,public_transport,18-25,rural,0.785,0.808,0.685,-0.0058,0.053,sustained,0,0,0.661,0.697,0.422,0.596,0.592,0.466,0.289,0.707,0.243,0.857,0,0
533,healthy_eating,41-60,urban,0.789,0.808,0.713,-0.0044,0.041,sustained,0,0,0.669,0.701,0.76,0.727,0.561,0.34,0.732,0.717,0.268,0.425,0,0
534,digital_wellbeing,41-60,urban,0.822,0.815,0.639,-0.0102,0.078,sustained,0,0,0.741,0.619,0.629,0.379,0.763,0.159,0.982,0.335,0.547,0.794,0,0
535,healthy_eating,18-25,urban,0.817,0.784,0.587,-0.0132,0.095,sustained,0,0,0.779,0.432,0.394,0.665,0.487,0.293,0.634,0.471,0.652,0.587,0,2
536,recycling,41-60,rural,0.694,0.733,0.609,-0.0052,0.066,sustained,0,0,0.389,0.718,0.447,0.966,0.317,0.514,0.754,0.337,0.631,0.247,0,3
537,healthy_eating,18-25,urban,0.616,0.542,0.229,-0.0228,0.161,reverted,1,1,0.759,0.592,0.145,0.412,0.508,0.848,0.781,0.34,0.095,0.585,11,1
538,healthy_eating,60+,rural,0.724,0.761,0.471,-0.0145,0.128,faded,1,0,0.386,0.768,0.418,0.423,0.619,0.73,0.54,0.588,0.762,0.677,0,2
539,recycling,60+,suburban,0.882,0.85,0.721,-0.0095,0.068,sustained,0,0,0.853,0.823,0.579,0.878,0.299,0.579,0.49,0.292,0.906,0.432,15,0
540,recycling,26-40,urban,0.746,0.753,0.507,-0.0133,0.104,faded,1,0,0.63,0.212,0.598,0.638,0.755,0.638,0.569,0.295,0.143,0.687,0,2
541,recycling,18-25,rural,0.629,0.667,0.36,-0.0153,0.131,reverted,1,0,0.364,0.208,0.492,0.515,0.415,0.435,0.662,0.582,0.279,0.629,0,1
542,recycling,26-40,suburban,0.788,0.874,0.782,-0.0007,0.059,sustained,0,0,0.451,0.619,0.773,0.721,0.562,0.095,0.439,0.401,0.691,0.621,0,0
543,healthy_eating,41-60,suburban,0.662,0.719,0.412,-0.0149,0.131,reverted,1,0,0.357,0.18,0.508,0.549,0.888,0.648,0.758,0.435,0.608,0.345,0,1
544,fitness,18-25,suburban,0.702,0.706,0.48,-0.013,0.104,faded,1,0,0.514,0.663,0.591,0.216,0.62,0.684,0.955,0.359,0.734,0.806,14,2
545,fitness,26-40,urban,0.845,0.828,0.636,-0.0118,0.09,sustained,0,0,0.718,0.507,0.586,0.636,0.911,0.613,0.291,0.24,0.843,0.565,0,0
546,digital_wellbeing,26-40,urban,0.761,0.816,0.548,-0.0124,0.11,faded,1,0,0.475,0.739,0.396,0.656,0.765,0.465,0.638,0.734,0.637,0.343,0,2
547,healthy_eating,41-60,urban,0.836,0.889,0.75,-0.005,0.058,sustained,0,0,0.646,0.815,0.855,0.829,0.388,0.363,0.88,0.967,0.486,0.696,0,0
548,digital_wellbeing,41-60,rural,0.692,0.695,0.467,-0.0131,0.105,faded,1,0,0.491,0.47,0.388,0.627,0.53,0.367,0.717,0.346,0.718,0.522,10,3
549,public_transport,26-40,suburban,0.755,0.733,0.399,-0.0211,0.155,reverted,1,0,0.682,0.224,0.268,0.608,0.484,0.374,0.509,0.696,0.695,0.627,0,2
550,digital_wellbeing,26-40,urban,0.79,0.796,0.501,-0.0167,0.132,faded,1,0,0.546,0.462,0.358,0.888,0.62,0.79,0.526,0.883,0.848,0.653,0,2
551,healthy_eating,18-25,suburban,0.839,0.855,0.746,-0.0054,0.052,sustained,0,0,0.672,0.93,0.123,0.583,0.921,0.505,0.314,0.32,0.606,0.715,0,0
552,healthy_eating,60+,suburban,0.757,0.823,0.607,-0.0082,0.093,sustained,0,0,0.445,0.774,0.599,0.349,0.567,0.416,0.434,0.715,0.668,0.74,0,0
553,digital_wellbeing,60+,urban,0.59,0.508,0.287,-0.0174,0.123,reverted,1,1,0.653,0.374,0.372,0.685,0.169,0.751,0.761,0.476,0.308,0.764,9,1
554,fitness,26-40,rural,0.678,0.704,0.538,-0.008,0.076,inconsistent,0,0,0.437,0.734,0.916,0.175,0.65,0.849,0.494,0.616,0.432,0.414,0,3
555,digital_wellbeing,18-25,suburban,0.757,0.847,0.587,-0.0097,0.113,sustained,0,0,0.383,0.308,0.739,0.287,0.571,0.16,0.132,0.372,0.762,0.557,0,2
556,digital_wellbeing,18-25,urban,0.705,0.775,0.572,-0.0077,0.087,sustained,0,0,0.417,0.632,0.476,0.754,0.638,0.394,0.563,0.501,0.258,0.113,0,3
557,fitness,26-40,rural,0.892,0.852,0.749,-0.008,0.056,sustained,0,0,0.948,0.445,0.668,0.554,0.858,0.32,0.572,0.258,0.545,0.541,0,0
558,public_transport,18-25,suburban,0.825,0.852,0.612,-0.0124,0.101,sustained,0,0,0.661,0.448,0.246,0.603,0.479,0.299,0.556,0.642,0.753,0.657,0,2
559,digital_wellbeing,41-60,suburban,0.858,0.852,0.776,-0.0046,0.039,sustained,0,0,0.748,0.485,0.331,0.943,0.8,0.036,0.773,0.763,0.713,0.85,0,0
560,healthy_eating,41-60,urban,0.626,0.712,0.592,-0.0014,0.073,sustained,0,0,0.213,0.635,0.367,0.421,0.869,0.68,0.895,0.37,0.278,0.819,0,3
561,healthy_eating,26-40,urban,0.745,0.717,0.493,-0.0146,0.105,faded,1,0,0.761,0.573,0.371,0.554,0.532,0.251,0.553,0.034,0.476,0.301,0,2
562,recycling,18-25,suburban,0.8,0.823,0.686,-0.0062,0.056,sustained,0,0,0.676,0.545,0.426,0.743,0.801,0.385,0.509,0.215,0.155,0.786,0,0
563,digital_wellbeing,26-40,rural,0.806,0.806,0.627,-0.0103,0.08,sustained,0,0,0.683,0.388,0.669,0.614,0.562,0.51,0.306,0.601,0.585,0.369,0,0
564,fitness,60+,suburban,0.818,0.897,0.839,0.0009,0.047,sustained,0,0,0.53,0.93,0.67,0.762,0.765,0.113,0.483,0.569,0.329,0.277,0,0
565,fitness,26-40,urban,0.648,0.636,0.394,-0.0147,0.109,reverted,1,0,0.531,0.285,0.701,0.486,0.245,0.546,0.642,0.569,0.623,0.521,0,1
566,fitness,18-25,suburban,0.499,0.511,0.217,-0.0162,0.134,inconsistent,0,0,0.197,0.447,0.52,0.712,0.183,0.735,0.681,0.557,0.749,0.347,0,1
567,healthy_eating,18-25,urban,0.763,0.891,0.732,-0.0021,0.087,sustained,0,0,0.283,0.645,0.506,0.211,0.782,0.199,0.179,0.376,0.875,0.482,0,0
568,public_transport,26-40,rural,0.806,0.86,0.707,-0.0054,0.068,sustained,0,0,0.563,0.52,0.719,0.744,0.634,0.237,0.344,0.509,0.279,0.521,19,0
569,fitness,26-40,urban,0.695,0.737,0.52,-0.0098,0.096,inconsistent,0,0,0.429,0.958,0.459,0.438,0.464,0.65,0.569,0.466,0.559,0.63,0,3
570,recycling,26-40,urban,0.707,0.793,0.64,-0.0041,0.079,sustained,0,0,0.28,0.959,0.415,0.61,0.387,0.437,0.629,0.482,0.762,0.555,8,3
571,digital_wellbeing,60+,rural,0.772,0.821,0.702,-0.0037,0.063,sustained,0,0,0.44,0.721,0.331,0.608,0.613,0.513,0.502,0.631,0.453,0.846,0,0
572,healthy_eating,26-40,suburban,0.54,0.575,0.348,-0.0118,0.103,faded,1,0,0.216,0.322,0.615,0.258,0.507,0.735,0.859,0.619,0.282,0.449,11,1
573,fitness,60+,urban,0.704,0.798,0.541,-0.0095,0.111,inconsistent,0,0,0.279,0.815,0.48,0.435,0.464,0.392,0.664,0.865,0.445,0.776,0,3
574,healthy_eating,18-25,urban,0.731,0.818,0.695,-0.0025,0.067,sustained,0,0,0.365,0.871,0.582,0.447,0.474,0.2,0.375,0.668,0.452,0.634,0,0
575,public_transport,18-25,urban,0.665,0.731,0.443,-0.0133,0.128,faded,1,0,0.276,0.501,0.283,0.599,0.511,0.626,0.584,0.374,0.554,0.791,0,1
576,fitness,18-25,urban,0.785,0.763,0.518,-0.0156,0.114,faded,1,0,0.697,0.532,0.544,0.473,0.29,0.398,0.769,0.768,0.549,0.551,0,2
577,public_transport,60+,suburban,0.68,0.799,0.644,-0.0029,0.083,sustained,0,0,0.209,0.634,0.515,0.472,0.728,0.351,0.611,0.724,0.431,0.3,11,3
578,healthy_eating,60+,suburban,0.79,0.811,0.55,-0.0139,0.111,faded,1,0,0.584,0.713,0.371,0.795,0.123,0.275,0.538,0.898,0.389,0.597,9,2
579,recycling,26-40,urban,0.887,0.874,0.683,-0.0117,0.085,sustained,0,0,0.853,0.753,0.688,0.649,0.696,0.253,0.651,0.593,0.262,0.592,0,0
580,healthy_eating,60+,suburban,0.763,0.71,0.466,-0.017,0.121,faded,1,0,0.702,0.267,0.224,0.87,0.398,0.461,0.82,0.353,0.555,0.447,0,2
581,digital_wellbeing,41-60,urban,0.703,0.786,0.485,-0.0133,0.127,faded,1,0,0.368,0.863,0.751,0.33,0.54,0.55,0.745,0.694,0.41,0.548,0,2
582,recycling,41-60,suburban,0.797,0.747,0.503,-0.0167,0.12,faded,1,0,0.726,0.399,0.287,0.232,0.732,0.514,0.423,0.8,0.412,0.529,0,2
583,digital_wellbeing,26-40,urban,0.884,0.881,0.79,-0.0055,0.041,sustained,0,0,0.854,0.849,0.756,0.769,0.555,0.36,0.451,0.839,0.44,0.679,15,0
584,healthy_eating,26-40,urban,0.798,0.827,0.602,-0.0119,0.099,sustained,0,0,0.601,0.712,0.798,0.612,0.593,0.7,0.65,0.592,0.904,0.665,0,2
585,digital_wellbeing,26-40,suburban,0.824,0.837,0.704,-0.0071,0.059,sustained,0,0,0.715,0.812,0.399,0.678,0.664,0.438,0.552,0.588,0.627,0.568,0,0
586,fitness,18-25,urban,0.66,0.658,0.403,-0.0151,0.112,reverted,1,0,0.64,0.936,0.354,0.383,0.461,0.964,0.79,0.654,0.66,0.754,16,1
587,recycling,41-60,suburban,0.715,0.668,0.538,-0.01,0.072,inconsistent,0,0,0.759,0.558,0.226,0.146,0.574,0.394,0.21,0.527,0.515,0.204,0,3
588,digital_wellbeing,26-40,urban,0.784,0.769,0.479,-0.0174,0.132,faded,1,0,0.609,0.408,0.34,0.65,0.527,0.257,0.805,0.75,0.66,0.893,0,2
589,digital_wellbeing,26-40,suburban,0.646,0.711,0.584,-0.0041,0.063,sustained,0,0,0.344,0.904,0.185,0.452,0.29,0.551,0.813,0.765,0.529,0.394,0,3
590,fitness,18-25,urban,0.735,0.766,0.604,-0.0074,0.074,sustained,0,0,0.47,0.09,0.651,0.864,0.584,0.297,0.422,0.321,0.764,0.842,0,3
591,fitness,18-25,suburban,0.711,0.624,0.377,-0.0186,0.131,reverted,1,1,0.795,0.772,0.594,0.37,0.705,0.75,0.819,0.512,0.198,0.515,21,1
592,recycling,18-25,urban,0.851,0.806,0.556,-0.0165,0.118,faded,1,0,0.873,0.446,0.695,0.787,0.618,0.505,0.579,0.422,0.186,0.386,0,2
593,recycling,18-25,suburban,0.812,0.837,0.637,-0.0097,0.085,sustained,0,0,0.639,0.609,0.581,0.861,0.339,0.166,0.403,0.685,0.477,0.668,0,0
594,digital_wellbeing,18-25,urban,0.494,0.501,0.257,-0.0138,0.114,inconsistent,0,0,0.262,0.132,0.45,0.342,0.405,0.851,0.878,0.14,0.48,0.749,0,1
595,public_transport,26-40,rural,0.916,0.88,0.696,-0.0125,0.089,sustained,0,0,0.927,0.673,0.956,0.5,0.726,0.51,0.381,0.198,0.957,0.755,14,0
596,fitness,18-25,urban,0.756,0.846,0.755,-0.0002,0.065,sustained,0,0,0.37,0.902,0.905,0.916,0.748,0.271,0.744,0.536,0.885,0.179,0,0
597,public_transport,60+,suburban,0.786,0.868,0.739,-0.0031,0.061,sustained,0,0,0.495,0.716,0.194,0.778,0.93,0.467,0.189,0.649,0.56,0.576,16,0
598,healthy_eating,18-25,suburban,0.751,0.71,0.405,-0.02,0.144,reverted,1,0,0.741,0.216,0.775,0.586,0.462,0.736,0.38,0.708,0.692,0.053,0,2
599,fitness,26-40,urban,0.646,0.772,0.542,-0.0063,0.109,inconsistent,0,0,0.143,0.616,0.835,0.704,0.56,0.711,0.871,0.484,0.391,0.401,0,3
600,digital_wellbeing,60+,rural,0.832,0.86,0.718,-0.007,0.064,sustained,0,0,0.662,0.746,0.827,0.793,0.616,0.565,0.643,0.59,0.826,0.435,15,0
601,healthy_eating,26-40,urban,0.718,0.816,0.631,-0.0052,0.094,sustained,0,0,0.233,0.769,0.462,0.699,0.623,0.805,0.614,0.337,0.785,0.933,0,3
602,healthy_eating,18-25,suburban,0.684,0.787,0.613,-0.0044,0.089,sustained,0,0,0.227,0.142,0.514,0.242,0.8,0.103,0.477,0.864,0.575,0.316,7,3
603,public_transport,26-40,suburban,0.845,0.822,0.589,-0.0147,0.109,sustained,0,0,0.713,0.779,0.433,0.659,0.415,0.52,0.629,0.366,0.744,0.949,0,2
604,recycling,41-60,urban,0.814,0.796,0.479,-0.0191,0.142,faded,1,0,0.716,0.663,0.935,0.385,0.439,0.508,0.629,0.491,0.852,0.703,0,2
605,fitness,18-25,suburban,0.75,0.822,0.732,-0.0015,0.061,sustained,0,0,0.389,0.903,0.356,0.491,0.189,0.361,0.238,0.946,0.742,0.432,0,0
606,recycling,18-25,urban,0.836,0.795,0.563,-0.0162,0.116,faded,1,0,0.879,0.725,0.519,0.855,0.706,0.663,0.788,0.299,0.682,0.313,0,2
607,fitness,60+,urban,0.602,0.549,0.265,-0.019,0.136,reverted,1,0,0.548,0.559,0.77,0.61,0.068,0.799,0.667,0.079,0.403,0.339,0,1
608,digital_wellbeing,18-25,urban,0.689,0.75,0.477,-0.0123,0.122,faded,1,0,0.266,0.61,0.202,0.68,0.898,0.816,0.88,0.35,0.811,0.791,0,2
609,public_transport,18-25,suburban,0.793,0.824,0.571,-0.0128,0.106,sustained,0,0,0.583,0.504,0.593,0.49,0.738,0.596,0.373,0.85,0.67,0.491,0,2
610,public_transport,18-25,urban,0.729,0.692,0.576,-0.0087,0.061,sustained,0,0,0.756,0.774,0.313,0.252,0.785,0.762,0.785,0.371,0.418,0.685,0,3
611,fitness,26-40,suburban,0.784,0.735,0.411,-0.0209,0.15,reverted,1,0,0.824,0.476,0.639,0.672,0.633,0.793,0.702,0.898,0.26,0.226,12,2
612,public_transport,18-25,rural,0.702,0.764,0.509,-0.011,0.106,faded,1,0,0.36,0.849,0.52,0.35,0.68,0.867,0.516,0.71,0.718,0.446,15,3
613,healthy_eating,26-40,rural,0.597,0.608,0.453,-0.0081,0.072,inconsistent,0,0,0.432,0.461,0.62,0.316,0.673,0.644,0.623,0.406,0.293,0.244,21,3
614,healthy_eating,18-25,suburban,0.694,0.643,0.373,-0.0181,0.131,reverted,1,0,0.581,0.521,0.654,0.523,0.387,0.647,0.78,0.415,0.775,0.291,0,1
615,recycling,18-25,rural,0.686,0.622,0.409,-0.016,0.113,reverted,1,0,0.705,0.395,0.567,0.163,0.57,0.343,0.942,0.548,0.343,0.541,8,1
616,fitness,26-40,suburban,0.785,0.76,0.576,-0.0121,0.09,sustained,0,0,0.687,0.701,0.319,0.81,0.262,0.589,0.581,0.641,0.859,0.654,20,2
617,recycling,26-40,suburban,0.846,0.868,0.773,-0.0045,0.045,sustained,0,0,0.693,0.769,0.63,0.333,0.722,0.09,0.507,0.707,0.526,0.791,20,0
618,healthy_eating,60+,suburban,0.779,0.871,0.724,-0.0034,0.071,sustained,0,0,0.451,0.717,0.593,0.274,0.921,0.349,0.739,0.749,0.355,0.758,0,0
619,healthy_eating,41-60,rural,0.597,0.629,0.397,-0.0117,0.103,reverted,1,0,0.294,0.544,0.293,0.797,0.34,0.2,0.791,0.312,0.395,0.124,0,1
620,healthy_eating,18-25,urban,0.812,0.793,0.565,-0.0138,0.104,sustained,0,0,0.674,0.71,0.398,0.829,0.553,0.639,0.454,0.573,0.735,0.717,0,2
